condition_key,w_inter,trial_idx,seed,a_hat_value
WT,4.0,,,0.038779437435811415
WT,4.0,,,0.044840886073510854
WT,4.0,,,0.0999782382051364
WT,4.0,,,0.09135002974191263
WT,4.0,,,0.053307095048367635
WT,4.0,,,0.06518838233170957
WT,4.0,,,0.06946756823033208
WT,4.0,,,0.09249827618819455
WT,4.0,,,0.08290930162112087
WT,4.0,,,0.04768008627802256
WT,4.0,,,0.13259130915445394
WT,4.0,,,0.012007360823600119
WT,4.0,,,0.050343447404312396
WT,4.0,,,0.08692485149310722
WT,4.0,,,0.0363543908653021
WT,4.0,,,0.03339463591196828
WT,4.0,,,0.04584779914064543
WT,4.0,,,0.0999782382051364
WT,4.0,,,0.042831194945530116
WT,4.0,,,0.06276218436296775
WT,4.0,,,0.06741414895066374
WT,4.0,,,0.006448187352955974
WT,4.0,,,0.04550912143331158
WT,4.0,,,0.04141945692481793
WT,4.0,,,0.017594466849898585
WT,4.0,,,0.13581953280573306
WT,4.0,,,0.019575886918611375
WT,4.0,,,0.04449636952560262
WT,4.0,,,0.10253779852965185
WT,4.0,,,0.03355325047453119
WT,4.0,,,0.03998407319209067
WT,4.0,,,0.012211635440953843
WT,4.0,,,0.05361091900127549
WT,4.0,,,0.042831194945530116
WT,4.0,,,0.09128353070532427
WT,4.0,,,0.08470811622304955
WT,4.0,,,0.046143998885812436
WT,4.0,,,0.08466381507728099
WT,4.0,,,0.045570442689534585
WT,4.0,,,0.03430572082647687
WT,4.0,,,0.04748342592154729
WT,4.0,,,0.05730622347183573
WT,4.0,,,0.05831743500208411
WT,4.0,,,0.06495184190609209
WT,4.0,,,0.09991013412906828
WT,4.0,,,0.08318882640755818
WT,4.0,,,0.013047382948769141
WT,4.0,,,0.039918451785004465
WT,4.0,,,0.052543976545908616
WT,4.0,,,0.09128353070532427
WT,4.0,,,0.02907515864305604
WT,4.0,,,0.026456916190988517
WT,4.0,,,0.04813281781265219
WT,4.0,,,0.0778101204835983
