condition,amplitude,w_inter,trial_idx,seed,ref_amplitude,end_val_normalized
WT_APP,20.0,8.0,16,1976297044,0.4644384668504329,1.2502378737804007
WT_APP,20.0,8.0,17,784548992,0.4819367544074175,1.2502378737804007
WT_APP,20.0,8.0,18,2121403537,0.48172185489640035,1.2502378737804007
WT_APP,20.0,8.0,19,347016859,0.5220485957141734,1.2502378737804007
WT_APP,20.0,8.0,20,527842052,0.4790406449044851,1.2502378737804007
WT_APP,20.0,8.0,21,215409799,0.48639580392467496,1.2502378737804007
WT_APP,20.0,8.0,22,350632298,0.5074483526912138,1.2502378737804007
WT_APP,20.0,8.0,23,2071774379,0.4916790367637961,1.2502378737804007
WT_APP,20.0,8.0,24,1492822048,0.5034240186576241,1.2502378737804007
WT_APP,20.0,8.0,25,199233221,0.48786459315653824,1.2502378737804007
WT_APP,20.0,8.0,26,1395966768,0.52074118972834,1.2502378737804007
