condition_key,t_s,amp_mean,amp_sem,survival_frac,noise_threshold
WT,3.9,0.4011427939702539,0.0022244316377094593,1.0,
WT,3.905,0.4002253701995941,0.002207549983153425,1.0,
WT,3.91,0.3986173822765956,0.0022574087214969076,1.0,
WT,3.915,0.3980608930043198,0.002224526368127221,1.0,
WT,3.92,0.3970591436501366,0.0022086948131970563,1.0,
WT,3.925,0.39632883297731103,0.0023984322586911105,1.0,
WT,3.93,0.3959672204935217,0.0025234859512693305,1.0,
WT,3.935,0.39509073007884593,0.0024987983041955784,1.0,
WT,3.94,0.39502726885862627,0.0026820669273497615,1.0,
WT,3.945,0.3932043085407186,0.0029190533754110304,1.0,
WT,3.95,0.39289691631529167,0.0028975326532756696,1.0,
WT,3.955,0.3926574412056341,0.002941728258737691,1.0,
WT,3.96,0.39258229254190546,0.00299618833891821,1.0,
WT,3.965,0.39220432061013943,0.002967327374088142,1.0,
WT,3.97,0.392498129687758,0.002888529747895355,1.0,
WT,3.975,0.3934772478507434,0.0028074723636427753,1.0,
WT,3.98,0.3936554716970757,0.0027198249496522718,1.0,
WT,3.985,0.3931739678463484,0.002761561217795277,1.0,
WT,3.99,0.39363879618096276,0.0026992934636705886,1.0,
WT,3.995,0.39543460997952873,0.0023669844402710635,1.0,
WT,4.0,0.39487802341569633,0.0021793304670246223,1.0,
WT,4.005,0.3949098727635153,0.002232494473342448,1.0,
WT,4.01,0.395243349015071,0.0022903030788274884,1.0,
WT,4.015,0.39433898331105255,0.0023631068048178628,1.0,
WT,4.02,0.39363624774541967,0.0026869315385762843,1.0,
WT,4.025,0.3930527035010441,0.002906923990297034,1.0,
WT,4.03,0.3920824436440039,0.0031140503894920768,1.0,
WT,4.035,0.39060081926153084,0.003248316630706418,1.0,
WT,4.04,0.38968368047114077,0.0032738666247054057,1.0,
WT,4.045,0.38902891044705595,0.00328803292364775,1.0,
WT,4.05,0.38863830484496065,0.0032450101691210037,1.0,
WT,4.055,0.387863711217624,0.003137460945188691,1.0,
WT,4.06,0.38769546899325513,0.0029901676573439724,1.0,
WT,4.065,0.3880802231870728,0.0031263863125696777,1.0,
WT,4.07,0.38929418650702496,0.0030760745622666107,1.0,
WT,4.075,0.3879829087533313,0.0029413591894133866,1.0,
WT,4.08,0.3879119337055178,0.002742994307574574,1.0,
WT,4.085,0.3863214843190764,0.002582710585939635,1.0,
WT,4.09,0.38495552899711394,0.0025357913843380682,1.0,
WT,4.095,0.3847805680236106,0.0026651777619014693,1.0,
